count	reward_sum	squared_reward_sum	length
449	107.06154157221317	10058.535968580969	832
450	211.44627622701228	60.28213806525551	838
451	212.20037880912423	59.22252302601877	848
452	208.68540220707655	58.42445324999607	837
453	209.68102646060288	60.53625110306263	872
454	210.58275435119867	58.30626217252383	854
455	-18.201655499637127	10022.913042225298	362
456	-13.597008978947997	10024.990637340143	373
457	210.66362883523107	59.12433043305483	839
458	52.346742786467075	10044.47861600496	623
459	-52.560163132846355	10013.538800769535	235
460	211.34906056709588	59.150555999274694	841
461	211.54866606742144	59.953428841043525	832
462	209.88352527469397	57.4664144964293	863
463	209.80742180813104	58.572026506921695	838
464	93.84344674367458	10053.791161922532	816
465	211.47780341096222	58.94163023400255	838
466	7.905427523422986	10035.79516655586	609
467	208.57780546229333	57.10005105281757	879
468	-107.34851902537048	10002.159863674286	52
469	-104.96059793885797	10001.69912126643	50
470	212.72932718833908	60.231972476123595	837
471	212.1740342695266	59.90261247624512	847
